"","Pond","CALMAC","LESCON","LESDIS","LESDRY","LESEUR","LESFOR","LESREC","LESUNI","ARGFUM","CHRCON","COERES","ENAANN","ENAANT","ENAASP","ENABOR","ENACIV","ENAEBR","ENAHAG","ISCVER","NAHIRE","abundance","speciescount","shannon","simpson","Group","ID.two","mean.two","median.two","sum.two","sd.two","geometry.two","ID.threeh","mean.threeh","median.threeh","sum.threeh","sd.threeh","geometry.threeh"
"1","SWF-1127",0,0,4,0,0,0,8,0,0,0,0,14,0,0,0,0,13,1,170,49,259,7,1.09251615843507,0.526736333686141,"SWF",1,-0.739278715710602,-0.822336256504059,-924.837673353963,0.224083609766383,c(365247.0313, 5021426),1,-0.73757032111839,-0.631255984306335,-19.9143986701965,0.186754797189524,c(365247.0313, 5021426)
"2","SWF-1133",0,0,1,0,0,0,5,0,0,0,4,0,0,0,3,0,13,3,20,42,91,8,1.53915454141092,0.711025238497766,"SWF",2,-0.90053900200338,-0.91141402721405,-1127.47483050823,0.0706646402000224,c(364703.125, 5025658.5),2,-0.851772272161075,-0.862933397293091,-23.8496236205101,0.0394854542007259,c(364703.125, 5025658.5)
"3","SWF-1134",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.693147180559945,0.5,"SWF",3,-0.765097294050522,-0.854487806558609,-962.492395915557,0.224412692371294,c(360658.3125, 5019989.5),3,-0.64049720125539,-0.679417580366135,-17.9339216351509,0.20864598997484,c(360658.3125, 5019989.5)
"4","SWF-1204",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,142,99,323,5,1.2076280049551,0.666219363743542,"SWF",4,-0.656014040504495,-0.723249226808548,-825.265662954655,0.233998753403419,c(351276.625, 5022644),4,-0.551225563575482,-0.593116283416748,-15.985541343689,0.172932659539875,c(351276.625, 5022644)
"5","SWF-1205",0,4,12,0,0,0,1,1,0,0,0,0,0,0,0,0,35,2,19,41,115,8,1.53285970145696,0.740415879017013,"SWF",5,-0.658665814526181,-0.78262385725975,-828.601594673935,0.269113208229903,c(352675.7188, 5020191.5),5,-0.672534773575849,-0.746495723724365,-19.5035084336996,0.220226788093834,c(352675.7188, 5020191.5)
"6","SWF-1206",0,12,3,0,0,0,2,0,0,0,0,8,0,0,1,3,23,0,76,49,177,9,1.52426455935589,0.714737144498707,"SWF",6,-0.745490904220429,-0.835047245025635,-937.827557509299,0.210942448219864,c(351979.6875, 5019606.5),6,-0.522428252316754,-0.552789747714996,-15.1504193171859,0.219211908188698,c(351979.6875, 5019606.5)
"7","SWF-1207",0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,141,6,156,5,0.442464917311756,0.180391190006575,"SWF",7,-0.62876868655458,-0.745987832546234,-790.991007685661,0.342404081172992,c(349923.375, 5019074),7,-0.758000076009796,-0.853759109973907,-21.9820022042841,0.262877289556683,c(349923.375, 5019074)
"8","SWF-1208",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,92,52,203,4,1.12510374257913,0.652672959790337,"SWF",8,-0.640585162357518,-0.753497421741486,-803.293793596327,0.33240330548581,c(350005.6875, 5018870),8,-0.514362003321626,-0.568313017487526,-14.4021360930055,0.341143673989636,c(350005.6875, 5018870)
"9","SWF-1209",0,2,13,17,0,0,0,0,0,0,0,0,0,0,0,0,114,0,114,274,534,6,1.22281978981909,0.643949276887037,"SWF",9,-0.560886261794824,-0.669924080371857,-703.912258552504,0.34381861504531,c(349163.375, 5019219.5),9,-0.382883642168183,-0.287154749035835,-10.7207419807091,0.437897536684294,c(349163.375, 5019219.5)
"10","SWF-1215",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,63,61,144,4,1.06920642125965,0.616030092592593,"SWF",10,-0.716120133196064,-0.778632253408432,-900.879127560649,0.244607673727964,c(349880.3438, 5023819),10,-0.761619352061173,-0.822065353393555,-22.086961209774,0.173645582679719,c(349880.3438, 5023819)
"11","SWF-1220",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,15,54,4,1.16376015527272,0.674211248285323,"SWF",11,-0.504416056644743,-0.507125586271286,-634.555399259087,0.304961935243486,c(332380.2813, 5030798),11,-0.618558270150217,-0.688229024410248,-17.9381898343563,0.242844388323637,c(332380.2813, 5030798)
"12","SWF-1221",0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,89,181,307,6,1.06170732323287,0.562785812051056,"SWF",12,-0.441803783751779,-0.463849753141403,-554.463748608483,0.309013595253451,c(341445.2188, 5023177),12,-0.785897330001548,-0.794527351856232,-21.2192279100418,0.101305356825391,c(341445.2188, 5023177)
"13","SWF-1227",0,11,1,0,1,0,2,0,0,0,0,11,0,0,0,32,3,0,87,1,149,9,1.26654105466205,0.601324264672762,"SWF",13,-0.699562259681951,-0.783019959926605,-875.851949121803,0.260397062193031,c(348945.9063, 5024316.5),13,-0.731288344732353,-0.776185184717178,-20.4760736525059,0.1820409598455,c(348945.9063, 5024316.5)
"14","SWF-1228",0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,37,0,48,6,99,6,1.17602960494769,0.619120497908377,"SWF",14,-0.561011139526865,-0.524288415908813,-705.191002385269,0.287407293172071,c(348985.375, 5022656),14,-0.67537062721593,-0.59782075881958,-18.9103775620461,0.209217775097832,c(348985.375, 5022656)
"15","SWF-1234",0,0,1,0,0,0,0,0,0,0,0,0,2,0,13,256,88,6,340,1,707,8,1.12836621289543,0.621703754533869,"SWF",15,-0.632250804250315,-0.782683968544006,-792.842508529895,0.389443911126446,c(350197.2188, 5024972.5),15,-0.615326685032674,-0.602443814277649,-17.2291471809149,0.245588290828394,c(350197.2188, 5024972.5)
"16","SWF-1235",0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,103,3,40,122,274,7,1.16107027529263,0.638766050402259,"SWF",16,-0.621137021589248,-0.773853659629822,-783.253784224042,0.396426078085007,c(349994.625, 5025130.5),16,-0.824660238520852,-0.930887699127197,-23.9151469171047,0.212906287687042,c(349994.625, 5025130.5)
"17","SWF-1236",0,50,8,0,0,0,0,3,0,0,0,1,0,0,3,3,18,0,180,83,349,9,1.34032439082035,0.653492171657047,"SWF",17,-0.718706293702957,-0.799168914556503,-901.257692303509,0.247303612389182,c(349247.3438, 5024186.5),17,-0.652573689286198,-0.675951808691025,-18.2720633000135,0.205969345900364,c(349247.3438, 5024186.5)
"18","SWF-1253",0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,6,4,0,99,4,119,8,0.749456555381348,0.302379775439587,"SWF",18,-0.543598430799365,-0.655720591545105,-681.672432222404,0.31715817073542,c(349162.5938, 5017846),18,-0.511587988585234,-0.652631402015686,-14.3244636803865,0.27982199615873,c(349162.5938, 5017846)
"19","SWF-1306",0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,123,1,0,137,0,267,7,0.835530863375904,0.52434456928839,"SWF",19,-0.701095861390227,-0.78146630525589,-877.070922599174,0.217333585885479,c(352851.6875, 5016353.5),19,-0.54489187296066,-0.748825371265411,-14.7120805699378,0.378054454999049,c(352851.6875, 5016353.5)
"20","SWF-1310",0,0,4,0,0,0,0,0,12,0,0,0,0,0,12,30,51,6,117,156,388,8,1.51913830334536,0.72190190243384,"SWF",20,-0.566870062508388,-0.577758073806763,-713.689408698061,0.35989768445284,c(348480.5, 5014605.5),20,-0.725782052196305,-0.748843491077423,-21.0476795136929,0.101876847706278,c(348480.5, 5014605.5)
"21","TIM-2",0,0,2,0,2,0,0,0,29,2,0,8,0,0,25,8,116,8,148,31,379,11,1.63767753278835,0.735514233401327,"SWF",21,-0.556685697542421,-0.557989358901978,-696.970493323111,0.366221662172308,c(348305.5, 5014568.5),21,-0.721520032733679,-0.748932838439941,-20.202560916543,0.16647798732914,c(348305.5, 5014568.5)
"22","SWF-1311",0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,3,11,4,72,8,105,8,1.1647695982921,0.509024943310658,"SWF",22,-0.580669800018953,-0.593829989433289,-732.2246178239,0.350491875958982,c(348592.0625, 5014807),22,-0.58210601011912,-0.600755274295807,-17.4631803035736,0.183004330646154,c(348592.0625, 5014807)
"23","SWF-1312",1,5,10,0,0,0,1,0,0,0,5,0,0,0,1,0,22,5,24,79,153,10,1.52305213143439,0.680507497116494,"SWF",23,-0.628144051090293,-0.778285980224609,-790.833360322678,0.365175408565429,c(349388.0625, 5013245),23,-0.819132519179377,-0.877864480018616,-23.7548430562019,0.190438322453748,c(349388.0625, 5013245)
"24","SWF-1314",0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,38,3,139,4,197,7,0.921081834900249,0.461130150222886,"SWF",24,-0.714370976524742,-0.801122725009918,-897.249946515076,0.256401785816483,c(350922.4375, 5014361),24,-0.861721718752826,-0.898990213871002,-23.2664864063263,0.123176503944713,c(350922.4375, 5014361)
"25","SWF-1316",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,15,1,58,24,102,7,1.15648228467941,0.599000384467512,"SWF",25,-0.611188392461853,-0.731917440891266,-767.652620932087,0.305270079242174,c(350347, 5017793),25,-0.275658671226766,-0.381982177495956,-7.44278412312269,0.390054865130702,c(350347, 5017793)
"26","SWF-1320",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,57,28,152,5,1.17966925998184,0.658500692520776,"SWF",26,-0.695451780593847,-0.771802961826324,-873.487436425872,0.263161156649263,c(350794.5938, 5015041.5),26,-0.706807077995368,-0.706889629364014,-19.7905981838703,0.196421064503092,c(350794.5938, 5015041.5)
"27","SWF-1325",0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,4,3,0,64,2,82,6,0.853018132494377,0.378643664485425,"SWF",27,-0.665258788210499,-0.751257240772247,-838.891331933439,0.251123078455669,c(351719.4688, 5015020),27,-0.688929303966719,-0.732574105262756,-19.9789498150349,0.185596713253094,c(351719.4688, 5015020)
"28","SWF-1347",0,0,5,0,0,0,0,1,0,0,0,3,0,0,1,0,44,6,60,50,170,8,1.4307410773992,0.719446366782007,"SWF",28,-0.669739091358591,-0.759733915328979,-844.540994203184,0.265023088243415,c(351205.9375, 5016404),28,-0.658900980154673,-0.725593060255051,-19.7670294046402,0.140260161307232,c(351205.9375, 5016404)
"29","SWF-1352",0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,79,6,3,450,28,581,7,0.79709046559787,0.378710810786791,"SWF",29,-0.715261547907183,-0.797971487045288,-896.937981075607,0.20557571580169,c(353535.3125, 5015579),29,-0.591447187321527,-0.628672242164612,-16.5605212450027,0.216739508144554,c(353535.3125, 5015579)
"30","SWF-1428",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,1,182,20,216,6,0.600019112266957,0.279192386831276,"SWF",30,-0.708296562118734,-0.81436425447464,-887.495592334773,0.238118585704679,c(361561.0313, 5014823.5),30,-0.844291225075722,-0.860339820384979,-23.6401543021202,0.0893737143421708,c(361561.0313, 5014823.5)
"31","SWF-1439",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,9,0,31,3,1.01827760554222,0.611862643080125,"SWF",31,-0.625746142066481,-0.613116443157196,-785.311408293433,0.302816549959889,c(360444.2813, 5017232.5),31,-0.339038326232522,-0.295885890722275,-9.15403480827808,0.135784454060485,c(360444.2813, 5017232.5)
"32","SWF-1444",0,0,2,0,0,0,1,2,0,0,1,0,0,0,1,10,28,14,49,2,110,10,1.53563984288114,0.711074380165289,"SWF",32,-0.673881113323318,-0.78213769197464,-844.373034994118,0.242055973855957,c(361154, 5014021.5),32,-0.724762365773872,-0.748238742351532,-19.5685838758945,0.0857361946335212,c(361154, 5014021.5)
"33","SWF-1501",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,17,37,61,137,6,1.32548062800007,0.691992114657148,"SWF",33,-0.90077727632789,-0.971702754497528,-1136.7809227258,0.178305967738833,c(366184.75, 5000206.5),33,-0.97857868465884,-1.01077342033386,-28.3787818551064,0.0932576330006661,c(366184.75, 5000206.5)
"34","SWF-1610",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,9,6,26,6,1.56125249886593,0.763313609467456,"SWF",34,-0.834644071928943,-0.924161374568939,-1049.14759841468,0.38368765163031,c(371779.6563, 5023829.5),34,-1.05507629904254,-1.06949019432068,-30.5972126722336,0.0951475712100896,c(371779.6563, 5023829.5)
"35","SWF-1616",0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,10,1,61,3,82,7,0.943103816579909,0.427126710291493,"SWF",35,-0.871191382117335,-0.975189626216888,-1095.08756732149,0.229764959634313,c(371159.0313, 5025835),35,-0.847335486539773,-0.924522012472153,-23.7253936231136,0.179228242251983,c(371159.0313, 5025835)
"36","SWF-1621",0,2,0,0,0,0,1,0,0,0,3,2,0,0,0,0,4,5,7,9,33,8,1.88871408163899,0.826446280991736,"SWF",36,-0.61674540747926,-0.618852257728577,-778.332704238826,0.501727054842258,c(373190.9688, 5022999),36,-0.943438376983007,-0.924166887998581,-28.3031513094902,0.345725052516655,c(373190.9688, 5022999)
"37","SWF-1622",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,23,23,55,8,1.28409843291937,0.643305785123967,"SWF",37,-0.870399504071479,-0.935011029243469,-1095.83297562599,0.179358379319221,c(372164.625, 5029532.5),37,-0.963564239699265,-0.96538507938385,-27.9433629512787,0.0254862533862668,c(372164.625, 5029532.5)
"38","SWF-1802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,243,1,33,93,431,5,1.14152864964442,0.609665107315314,"SWF",38,-0.635645859267138,-0.647645056247711,-797.735553380258,0.330854020903715,c(375778.9063, 5014562),38,-0.509635535655198,-0.371484816074371,-13.7601594626904,0.33530049905972,c(375778.9063, 5014562)
"39","SWF-1808",0,0,1,0,0,0,0,0,0,5,5,2,0,0,1,0,3,21,8,42,88,9,1.54177842987597,0.698605371900826,"SWF",39,-0.544909052119198,-0.51856940984726,-682.226133253236,0.331683411396282,c(375550.375, 5010537),39,-0.499546528793871,-0.485886126756668,-12.9882097486407,0.247550247644229,c(375550.375, 5010537)
"40","SWF-1809",0,0,4,0,0,0,0,0,0,3,16,0,0,0,0,0,5,31,20,110,189,7,1.30169033529363,0.614596455866297,"SWF",40,-0.550564628420025,-0.522046506404877,-692.610302552392,0.333252106022791,c(375619.0625, 5010600.5),40,-0.50988023220722,-0.485830008983612,-14.7865267340094,0.253780179115686,c(375619.0625, 5010600.5)
"41","SWF-1914",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,79,4,100,5,0.714523638337014,0.3542,"SWF",41,-0.930644779963343,-0.994669675827026,-1166.09790929407,0.207955069185452,c(387153.5625, 5037007),41,-1.04577454466086,-1.04213720560074,-27.1901381611824,0.042230011652503,c(387153.5625, 5037007)
"42","NAT-1",0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0.485094091302212,0.24,"NAT",42,-0.468166147817826,-0.427511274814606,-587.548515511371,0.303671149627125,c(348369.7813, 5022168),42,-0.355063323027872,-0.416369885206223,-10.2968363678083,0.157565647278816,c(348369.7813, 5022168)
"43","NAT-2",0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,1,559,612,5,0.376236776068741,0.162133153915161,"NAT",43,-0.251063628622912,-0.266397029161453,-315.084853921755,0.285776260497403,c(337878.25, 5027308.5),43,-0.0803010592172886,-0.122452437877655,-2.32873071730137,0.178894357350064,c(337878.25, 5027308.5)
"44","NAT-3",0,90,72,60,0,0,0,80,0,0,0,0,0,0,0,0,0,4,0,31,337,6,1.60309653216353,0.786376564027155,"NAT",44,-0.128123476038226,-0.189236670732498,-161.179332856089,0.305529425328352,c(355301.4688, 4989989),44,-0.211964604045664,-0.235540382564068,-5.93500891327858,0.117281616990518,c(355301.4688, 4989989)
"45","NAT-6",0,0,1,0,1,0,0,0,0,0,0,0,0,0,21,0,38,32,2,4,99,7,1.36281413339737,0.700948882767065,"NAT",45,-0.318664583002277,-0.316811755299568,-399.605387084855,0.339342935249176,c(337405.6563, 5026972),45,-0.156061738263816,-0.197347588837147,-4.36972867138684,0.218708787298443,c(337405.6563, 5026972)
"46","NAT-7",0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,4,53,96,5,1.15836301647604,0.612196180555556,"NAT",46,-0.317720627125346,-0.296162724494934,-400.01026955081,0.353845127649267,c(338364.5, 5028036),46,-0.223124263767988,-0.315794855356216,-6.47060364927165,0.255131923039409,c(338364.5, 5028036)
"47","NAT-9",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,55,73,4,0.727134557249223,0.394070182022894,"NAT",47,-0.259525876517782,-0.25866773724556,-328.81928554803,0.308722596480087,c(337702.9688, 5027617),47,-0.152986577013507,-0.218277238309383,-4.89557046443224,0.194758969727203,c(337702.9688, 5027617)
"48","NAT-10",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6,75,130,5,0.950935879407426,0.544615384615385,"NAT",48,-0.260980909258341,-0.258014619350433,-327.531041119219,0.31229216704257,c(337577.3438, 5027708),48,-0.154462202420009,-0.210945874452591,-4.47940387018025,0.171504129177337,c(337577.3438, 5027708)
"49","NAT-11",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,74,0,1,77,155,5,0.821746866977556,0.525036420395422,"NAT",49,-0.295430775284099,-0.286130502820015,-371.061053756828,0.34106317101769,c(338428.4688, 5027688.5),49,-0.373463740705379,-0.416657879948616,-10.4569847397506,0.138578319309637,c(338428.4688, 5027688.5)
